@relation 'Crafting materials-weka.filters.unsupervised.attribute.Remove-R1-10,12'

@attribute 01_change_type {D,U,S}
@attribute p_change_day1_to_day2 numeric
@attribute p_change_day2_to_day3 numeric
@attribute p_change_day3_to_day4 numeric
@attribute p_change_day4_to_day5 numeric
@attribute p_change_day5_to_day6 numeric
@attribute p_change_day6_to_day7 numeric
@attribute p_change_day7_to_day8 numeric
@attribute p_change_day8_to_day9 numeric
@attribute p_change_day9_to_day10 numeric
@attribute p_change_day10_to_day11 numeric
@attribute p_change_day11_to_day12 numeric
@attribute p_change_day12_to_day13 numeric
@attribute p_change_day13_to_day14 numeric
@attribute p_change_day14_to_day15 numeric
@attribute p_change_day15_to_day16 numeric
@attribute p_change_day16_to_day17 numeric
@attribute p_change_day17_to_day18 numeric
@attribute p_change_day18_to_day19 numeric
@attribute p_change_day19_to_day20 numeric
@attribute p_change_day20_to_day21 numeric
@attribute p_change_day21_to_day22 numeric
@attribute p_change_day22_to_day23 numeric
@attribute p_change_day23_to_day24 numeric
@attribute p_change_day24_to_day25 numeric
@attribute p_change_day25_to_day26 numeric
@attribute p_change_day26_to_day27 numeric
@attribute p_change_day27_to_day28 numeric
@attribute p_change_day28_to_day29 numeric

@data
D,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494,2.783843,1.636616,2.153585,1.378914,3.140741,-0.64763,1.251863,-2.158064,3.626473
D,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494,2.783843,1.636616,2.153585,1.378914,3.140741,-0.64763,1.251863,-2.158064
D,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494,2.783843,1.636616,2.153585,1.378914,3.140741,-0.64763,1.251863
D,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494,2.783843,1.636616,2.153585,1.378914,3.140741,-0.64763
D,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494,2.783843,1.636616,2.153585,1.378914,3.140741
D,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494,2.783843,1.636616,2.153585,1.378914
D,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494,2.783843,1.636616,2.153585
D,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494,2.783843,1.636616
U,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494,2.783843
U,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257,-0.743494
D,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747,-0.080257
D,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998,1.686747
D,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542,2.395998
U,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015,1.028542
U,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676,-2.367015
U,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197,-2.528676
U,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745,-1.658197
U,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402,-0.380745
U,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829,2.402402
D,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391,0.639829
U,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008,0.291391
D,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946,3.645008
U,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674,3.312946
U,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414,0.542674
U,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717,0.662414
D,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849,-5.020717
D,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311,-5.003849
U,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688,-5.024311
U,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5,-5.005688
D,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031,-5
D,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954,-5.011031
U,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689,-5.009954
U,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061,-5.029689
U,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365,-4.965061
D,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702,-4.334365
S,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122,-0.687702
U,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914,3.340122
U,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397,3.586914
U,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423,-1.027397
U,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288,-1.499423
D,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767,-0.351288
D,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203,1.331767
D,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314,0.425203
D,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974,0.808314
D,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799,3.550974
D,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486,1.511799
D,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896,0.54486
D,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643,-1.40896
D,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601,0.036643
U,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712,-0.732601
D,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822,1.217712
U,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361,1.822822
U,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163,3.401361
U,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994,-1.281163
D,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168,-3.717994
D,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152,0.692168
U,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309,1.845152
U,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104,-4.902309
U,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914,-3.586104
U,0.412913,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716,2.440914
U,0.448598,0.412913,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925,0.907716
D,1.414217,0.448598,0.412913,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756,1.49925
D,-0.036697,1.414217,0.448598,0.412913,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0,-1.144756
D,-1.578561,-0.036697,1.414217,0.448598,0.412913,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209,0
D,-3.729952,-1.578561,-0.036697,1.414217,0.448598,0.412913,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329,4.333209
D,-3.603255,-3.729952,-1.578561,-0.036697,1.414217,0.448598,0.412913,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109,1.217329
D,-0.723473,-3.603255,-3.729952,-1.578561,-0.036697,1.414217,0.448598,0.412913,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558,2.759109
U,-1.45749,-0.723473,-3.603255,-3.729952,-1.578561,-0.036697,1.414217,0.448598,0.412913,3.016241,4.022526,-1.466508,-2.057453,1.818182,0.357001,1.982201,-0.282372,0.323756,-3.739774,-0.657895,-1.52439,-1.279157,-2.601686,-1.728484,-1.872792,-2.413793,-2.126223,1.996558
S,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0,0
U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0,0
S,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0,0
S,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0,0
S,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0,0
S,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0,0
S,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0,0
S,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0,0
S,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692,0
S,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27692
S,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0,0
D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0,0
S,-0.183113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0,0
S,0,-0.183113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0,0
S,0,0,-0.183113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0,0
S,0,0,0,-0.183113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0,0
S,0,0,0,0,-0.183113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0,0
S,0,0,0,0,0,-0.183113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0,0
S,0,0,0,0,0,0,-0.183113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0,0
S,0,0,0,0,0,0,0,-0.183113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947,0
